Passengers,Distance,TotalCharge,AveSpeed,trip_duration,day,dayofweek,hour,TripCount
1,2.0,12.8,7.21442885771543,26,8,1,21,12
2,2.52,16.56,9.38159255429162,27,8,1,21,12
1,1.9,13.56,9.29347826086956,24,8,1,21,12
1,9.11,41.21,25.50233281493,34,8,1,21,12
2,2.81,15.3,11.2650334075724,71,8,1,20,12
2,1.35,12.36,5.89805825242718,28,8,1,13,12
1,0.7,9.8,3.1858407079646,65,8,1,12,12
4,1.84,12.0,7.57028571428571,21,8,1,13,12
1,1.0,9.3,5.15759312320917,67,8,1,8,12
1,9.01,33.36,27.3952702702703,73,8,1,8,12
1,0.99,14.3,5.5600624024961,62,8,1,8,12
1,1.0,14.65,3.86680988184748,66,8,1,8,12
2,1.49,12.88,6.9034749034749,61,8,1,8,12
1,2.1,13.35,11.9809825673534,53,8,1,8,12
2,2.5,15.38,10.4529616724739,56,8,1,8,12
1,1.06,11.0,6.05714285714286,52,8,1,8,12
1,1.0,14.12,3.86266094420601,56,8,1,8,12
1,1.5,13.3,6.39810426540284,54,8,1,8,12
2,2.64,13.3,9.53259779338014,56,8,1,8,12
1,2.71,33.3,2.95457298606905,93,8,1,8,12
1,1.8,14.3,5.28548123980424,55,8,1,8,12
1,0.98,11.62,4.84615384615385,43,8,1,8,12
1,3.4,24.96,6.8,60,8,1,8,12
5,3.55,19.3,8.07838179519595,54,8,1,8,12
1,4.4,21.8,9.46802151823072,55,8,1,8,12
2,1.06,14.16,3.77075098814229,41,8,1,8,12
1,1.1,11.8,3.56756756756757,38,8,1,8,12
1,1.52,11.16,8.65822784810127,21,8,1,8,12
1,1.43,9.8,6.864,22,8,1,8,12
1,1.96,15.3,6.8504854368932,26,8,1,8,12
1,1.29,10.8,6.61538461538462,17,8,1,8,12
1,1.47,10.3,6.97233201581028,69,8,1,7,12
1,1.5,14.76,5.25291828793774,73,8,1,7,12
1,1.6,11.15,10.3411131059246,66,8,1,8,12
2,1.2,12.3,7.24832214765101,63,8,1,7,12
1,1.1,10.3,4.9438202247191,70,8,1,8,12
1,3.1,14.8,10.1824817518248,21,8,1,9,12
1,1.35,17.16,3.77036462373933,24,8,1,10,12
3,0.97,10.56,5.26696832579185,68,8,1,9,12
3,1.35,8.8,7.86407766990291,67,8,1,9,12
1,0.7,10.3,3.41463414634146,67,8,1,9,12
1,2.48,18.96,6.36804564907275,78,8,1,9,12
1,2.25,18.59,7.08661417322835,70,8,1,9,12
1,0.8,10.3,3.96694214876033,60,8,1,9,12
1,1.6,14.75,5.78313253012048,62,8,1,9,12
2,2.9,14.8,9.25531914893617,64,8,1,9,12
1,0.93,10.56,5.15076923076923,53,8,1,9,12
5,4.74,22.8,9.7009664582149,64,8,1,9,12
1,0.9,8.8,5.184,40,8,1,9,12
1,3.1,17.75,9.87610619469027,42,8,1,9,12
1,1.7,16.55,5.38732394366197,40,8,1,9,12
1,2.6,16.6,9.63954685890834,36,8,1,9,12
6,1.33,12.8,4.47476635514019,36,8,1,9,12
2,1.04,10.56,6.5,27,8,1,9,12
1,5.8,25.55,16.0245587106677,36,8,1,9,12
1,0.51,11.16,2.54646324549237,26,8,1,9,12
1,1.5,11.3,6.94087403598972,26,8,1,9,12
2,2.4,15.35,8.85245901639344,26,8,1,9,12
1,2.4,22.3,3.91127206880942,47,8,1,9,12
2,1.6,14.15,6.02510460251046,25,8,1,9,12
1,1.5,13.55,6.1503416856492,21,8,1,9,12
1,1.5,11.62,8.59872611464968,16,8,1,9,12
1,1.4,10.3,6.80161943319838,70,8,1,8,12
1,1.7,9.8,9.35779816513761,60,8,1,7,12
1,3.0,11.8,15.8823529411765,59,8,1,7,12
1,1.02,10.56,6.08955223880597,56,8,1,7,12
1,1.8,9.8,13.2515337423313,46,8,1,3,12
1,9.9,31.3,30.8304498269896,56,8,1,3,12
2,9.34,34.34,27.9966694421316,53,8,1,3,12
5,5.21,24.36,16.2953953084275,48,8,1,3,12
1,5.9,19.3,22.4524312896406,33,8,1,3,12
1,2.0,12.25,16.3265306122449,66,8,1,2,12
2,10.18,31.3,27.1265729089563,62,8,1,2,12
1,2.5,14.12,14.6818923327896,37,8,1,2,12
1,2.69,11.3,17.0793650793651,11,8,1,2,12
2,1.73,9.8,12.2117647058824,67,8,1,1,12
2,8.6,27.8,28.3776351970669,72,8,1,1,12
3,5.54,19.8,18.2303473491773,67,8,1,1,12
1,5.79,20.8,18.4623560673162,67,8,1,1,12
1,2.12,11.76,15.1428571428571,48,8,1,1,12
1,3.4,16.55,16.4737550471063,24,8,1,1,12
2,6.79,30.29,18.3101123595506,25,8,1,1,12
2,1.86,11.76,13.392,54,8,1,0,12
1,1.9,11.75,11.958041958042,28,8,1,0,12
1,3.6,14.3,17.1655629139073,28,8,1,0,12
1,3.1,12.8,15.0,24,8,1,0,12
1,3.81,16.0,18.5101214574899,16,8,1,0,12
1,2.52,14.16,14.7752442996743,13,8,1,0,12
3,0.8,9.8,4.37689969604863,12,8,1,0,12
5,3.22,23.81,13.8826347305389,15,8,1,0,12
1,1.0,12.8,3.07692307692308,29,8,1,13,12
1,3.4,12.8,21.0309278350515,54,8,1,3,12
1,2.9,12.3,17.6053962900506,38,8,1,4,12
1,5.1,18.8,19.125,59,8,1,4,12
1,2.28,11.3,16.5483870967742,54,8,1,4,12
5,1.78,12.8,5.98878504672897,60,8,1,7,12
1,1.72,8.8,11.3614678899083,49,8,1,7,12
1,2.2,14.75,9.69400244798042,46,8,1,7,12
1,2.0,14.76,7.66773162939297,47,8,1,7,12
1,1.07,8.8,6.52881355932203,40,8,1,7,12
1,6.46,21.8,21.7345794392523,44,8,1,7,12
1,2.9,15.35,14.9356223175966,35,8,1,7,12
1,6.1,24.95,23.4364994663821,38,8,1,7,12
1,1.83,11.8,8.96326530612245,28,8,1,7,12
2,4.5,23.1,13.7055837563452,32,8,1,7,12
2,2.0,10.3,11.5755627009646,22,8,1,7,12
5,5.54,18.3,27.3205479452055,69,8,1,6,12
5,1.66,15.36,5.62182502351834,22,8,1,10,12
1,6.5,24.95,28.1927710843373,64,8,1,6,12
2,3.1,21.8,5.77042399172699,78,8,1,6,12
1,1.7,10.55,13.8148984198646,41,8,1,6,12
1,1.5,8.8,10.0934579439252,42,8,1,6,12
1,1.9,8.8,14.7413793103448,40,8,1,6,12
1,3.02,11.8,20.4360902255639,34,8,1,6,12
1,9.3,41.19,23.3962264150943,47,8,1,6,12
1,1.3,8.8,8.88045540796964,20,8,1,6,12
1,2.49,12.36,18.1457489878543,14,8,1,6,12
1,2.85,11.3,18.2562277580071,11,8,1,6,12
1,3.5,12.8,19.6567862714509,69,8,1,5,12
1,1.88,10.3,11.3939393939394,62,8,1,5,12
1,3.2,13.3,16.0893854748603,49,8,1,5,12
1,1.82,8.8,14.4,55,8,1,6,12
2,1.3,12.25,6.71449067431851,17,8,1,10,12
1,2.8,10.8,21.4012738853503,41,8,1,6,12
1,2.01,12.96,9.09045226130653,22,8,1,10,12
1,1.2,21.95,2.4,52,8,1,12,12
1,0.82,10.8,3.62208588957055,35,8,1,12,12
2,1.37,13.3,4.21538461538462,41,8,1,12,12
1,2.0,15.35,7.2,36,8,1,12,12
1,0.7,11.3,2.64984227129338,31,8,1,12,12
2,3.36,24.96,6.38985736925515,45,8,1,12,12
3,1.7,20.3,3.1513903192585,44,8,1,12,12
1,2.6,20.15,6.66666666666667,35,8,1,12,12
1,3.6,26.76,6.2729912875121,44,8,1,12,12
1,1.54,11.62,9.31764705882353,19,8,1,12,12
1,6.46,27.36,20.4898678414097,28,8,1,12,12
5,8.68,26.3,32.7890870933893,25,8,1,12,12
1,1.8,17.3,4.98078401229823,28,8,1,12,12
2,1.54,12.3,5.13333333333333,19,8,1,12,12
1,1.07,10.8,4.2943143812709,73,8,1,11,12
5,1.19,12.25,5.75806451612903,68,8,1,11,12
1,1.0,9.3,5.17241379310345,66,8,1,11,12
4,1.7,15.3,4.37455325232309,77,8,1,11,12
1,1.72,13.8,6.26720647773279,70,8,1,11,12
5,1.31,14.8,3.45241581259151,71,8,1,11,12
1,1.0,11.3,3.69609856262834,64,8,1,11,12
1,1.91,10.8,9.6437587657784,47,8,1,11,12
2,0.4,8.8,2.10526315789474,44,8,1,11,12
1,1.2,16.0,3.79613356766257,42,8,1,12,12
5,2.41,15.36,8.94432989690722,47,8,1,11,12
1,0.82,11.16,4.02179836512262,38,8,1,12,12
2,0.7,10.3,2.97872340425532,49,8,1,12,12
1,4.93,16.3,29.929173693086,16,8,1,13,12
1,6.23,33.5,12.4808013355593,37,8,1,10,12
1,0.6,8.8,3.27769347496206,16,8,1,13,12
3,1.54,19.3,2.92713833157339,36,8,1,13,12
1,3.71,15.8,11.6748251748252,23,8,1,13,12
1,0.6,11.15,2.95081967213115,15,8,1,13,12
1,2.6,17.3,7.27272727272727,22,8,1,13,12
1,1.34,11.3,5.86861313868613,72,8,1,12,12
2,8.5,39.34,20.6199460916442,80,8,1,12,12
1,5.4,24.8,11.1022272986865,84,8,1,12,12
1,2.5,16.3,6.18556701030928,77,8,1,12,12
1,1.3,17.9,3.33096085409253,73,8,1,12,12
1,1.2,10.3,5.48919949174079,62,8,1,12,12
2,1.27,15.96,3.81317764804003,65,8,1,12,12
1,1.42,8.8,9.01587301587302,54,8,1,12,12
2,2.1,15.8,5.51824817518248,65,8,1,12,12
1,4.9,23.15,16.0509554140127,60,8,1,12,12
1,3.1,17.5,7.8041958041958,65,8,1,12,12
2,3.93,24.36,8.19698725376593,70,8,1,12,12
2,1.9,11.3,8.26086956521739,55,8,1,12,12
1,1.4,15.35,4.71468662301216,56,8,1,12,12
1,1.15,12.8,4.75315729047072,51,8,1,12,12
1,1.7,9.8,9.28679817905918,47,8,1,12,12
6,0.7,12.25,3.16582914572864,46,8,1,12,12
6,1.25,15.8,2.9840848806366,55,8,1,11,12
1,2.1,13.3,7.11194731890875,44,8,1,12,12
1,4.6,15.8,25.5555555555556,34,8,1,11,12
1,6.6,29.15,16.8152866242038,23,8,1,11,12
1,1.3,15.3,4.35754189944134,77,8,1,10,12
5,1.43,10.3,7.27118644067797,71,8,1,10,12
1,0.91,12.96,3.62389380530973,66,8,1,10,12
5,1.54,9.3,7.7,63,8,1,10,12
1,2.1,36.95,2.3147581139008,103,8,1,10,12
1,0.9,12.35,3.85714285714286,62,8,1,10,12
6,1.75,14.16,7.30011587485516,61,8,1,10,12
1,2.35,13.3,8.05714285714286,61,8,1,10,12
1,2.8,18.8,6.74698795180723,67,8,1,10,12
3,1.73,12.36,8.54320987654321,53,8,1,10,12
1,0.8,10.56,4.17391304347826,52,8,1,10,12
1,4.92,30.29,10.0294450736127,67,8,1,10,12
1,1.27,9.8,6.36768802228412,12,8,1,11,12
1,2.4,10.8,12.6686217008798,45,8,1,10,12
1,1.4,12.35,6.22222222222222,46,8,1,10,12
1,5.0,21.3,13.7299771167048,53,8,1,10,12
1,1.2,13.3,5.04672897196262,42,8,1,10,12
1,6.5,26.8,13.4251290877797,54,8,1,10,12
1,2.2,11.3,10.1799485861183,38,8,1,10,12
2,2.8,15.96,11.0891089108911,39,8,1,10,12
1,1.0,10.8,4.01785714285714,38,8,1,10,12
1,6.69,32.16,14.587522713507,49,8,1,10,12
1,2.5,17.75,7.48129675810474,42,8,1,10,12
1,2.2,20.76,4.953095684803,45,8,1,10,12
1,2.0,15.3,5.47945205479452,40,8,1,10,12
1,2.0,20.75,4.57142857142857,50,8,1,11,12
6,1.79,11.3,7.28135593220339,31,8,1,10,12
4,1.0,8.8,5.45454545454545,44,8,1,10,12
1,1.9,15.34,7.82608695652174,15,8,1,11,12
1,2.22,17.25,7.46218487394958,62,8,1,10,12
3,1.88,15.8,5.56578947368421,24,8,1,11,12
2,2.1,18.3,4.48398576512455,41,8,1,11,12
6,1.14,12.25,5.35770234986945,26,8,1,11,12
1,1.5,14.15,5.29411764705882,33,8,1,11,12
2,5.66,36.96,7.73870110140524,63,8,1,11,12
1,6.58,28.3,17.6776119402985,29,8,1,11,12
4,0.71,8.8,3.83208395802099,23,8,1,10,12
1,1.5,10.8,6.66666666666667,25,8,1,11,12
1,5.0,30.8,7.02301989855638,49,8,1,11,12
1,1.56,10.8,6.79081015719468,20,8,1,11,12
1,0.6,8.8,3.32819722650231,16,8,1,11,12
1,3.1,21.95,6.49214659685864,30,8,1,11,12
4,6.77,25.3,16.7735719201652,50,9,2,16,17
3,1.31,10.8,6.53185595567867,38,9,2,16,17
1,1.1,14.75,4.54128440366972,41,9,2,16,17
1,1.45,10.3,8.20754716981132,38,9,2,16,17
1,0.8,17.15,2.37819983484723,46,9,2,16,17
1,1.7,14.15,8.4181568088033,38,9,2,16,17
1,1.3,12.3,4.86992715920916,45,9,2,16,17
2,1.5,13.8,4.59965928449745,57,9,2,16,17
1,1.7,12.95,8.8953488372093,54,9,2,16,17
1,4.0,21.8,8.08534531162268,74,9,2,16,17
5,1.94,16.8,5.66883116883117,70,9,2,16,17
1,3.2,19.3,9.68881412952061,73,9,2,16,17
3,3.1,21.96,7.37120211360634,29,9,2,17,17
1,4.2,16.3,18.1949458483755,21,9,2,17,17
6,8.4,44.21,14.7224926971762,44,9,2,17,17
1,1.46,18.8,2.76340694006309,49,9,2,15,17
1,8.3,44.79,15.859872611465,44,9,2,17,17
1,1.3,18.3,3.31679659815734,48,9,2,16,17
1,7.7,25.8,18.7423935091278,45,9,2,15,17
4,7.49,24.3,18.4432284541724,46,9,2,15,17
1,1.9,14.16,9.19354838709677,31,9,2,16,17
3,8.58,41.21,17.3821046707935,87,9,2,15,17
2,2.66,14.8,8.72926162260711,23,9,2,16,17
1,2.2,10.8,11.1079943899018,64,9,2,15,17
1,1.2,12.3,3.90596745027125,66,9,2,15,17
1,2.79,10.8,20.331983805668,54,9,2,15,17
2,2.0,13.8,6.47482014388489,36,9,2,17,17
6,0.99,14.69,3.75949367088608,60,9,2,15,17
1,2.1,13.55,10.2717391304348,55,9,2,15,17
1,2.2,31.3,2.33835252435784,81,9,2,16,17
1,1.6,18.35,4.18300653594771,65,9,2,15,17
1,0.8,9.8,3.7696335078534,53,9,2,15,17
5,1.89,10.3,10.155223880597,48,9,2,15,17
1,1.6,17.3,3.41030195381883,62,9,2,15,17
1,3.46,22.56,8.14650098103335,55,9,2,15,17
1,3.1,26.75,5.11691884456671,65,9,2,15,17
1,0.98,14.8,2.57894736842105,44,9,2,15,17
1,6.4,26.62,21.7563739376771,38,9,2,15,17
2,1.46,17.8,3.23247232472325,39,9,2,16,17
2,1.97,15.8,5.02978723404255,64,9,2,15,17
6,3.5,25.84,7.3943661971831,52,9,2,17,17
4,3.17,17.94,16.733137829912,30,9,2,18,17
5,1.09,15.0,3.61992619926199,47,9,2,17,17
1,5.35,23.3,11.3628318584071,87,9,2,18,17
1,3.6,21.95,10.0856031128405,77,9,2,18,17
2,2.4,20.75,6.19799139167862,45,9,2,18,17
5,8.3,41.81,17.2318339100346,82,9,2,18,17
1,1.6,11.3,9.56810631229236,60,9,2,18,17
3,1.18,12.96,5.86740331491713,62,9,2,18,17
2,5.02,29.76,9.0,79,9,2,18,17
1,4.0,31.0,6.50112866817156,80,9,2,18,17
1,10.3,30.3,29.2198581560284,22,9,2,19,17
1,1.37,14.8,3.94875900720576,62,9,2,18,17
2,2.7,25.38,5.71764705882353,54,9,2,18,17
1,8.2,38.21,22.7251732101617,50,9,2,18,17
1,3.0,24.05,5.90809628008753,61,9,2,18,17
3,2.81,16.3,8.04133545310016,54,9,2,18,17
1,2.16,17.76,6.93666369313113,53,9,2,18,17
5,2.38,13.8,9.47787610619469,54,9,2,18,17
1,1.0,12.8,3.52941176470588,57,9,2,18,17
1,1.54,14.8,4.46736502820306,60,9,2,18,17
2,5.79,20.8,18.9318801089918,40,9,2,18,17
3,7.16,26.8,15.1802120141343,55,9,2,17,17
1,0.84,11.3,3.00297914597815,31,9,2,15,17
1,2.43,22.3,4.23837209302326,54,9,2,18,17
2,2.9,20.3,6.02423542989036,58,9,2,17,17
1,1.6,15.8,4.32108027006752,52,9,2,17,17
1,5.3,19.8,17.5045871559633,48,9,2,17,17
1,0.56,10.3,2.85552407932011,43,9,2,17,17
3,1.83,16.8,4.12523481527865,63,9,2,17,17
1,7.6,34.84,16.6120218579235,66,9,2,17,17
1,0.64,12.43,2.67906976744186,58,9,2,17,17
1,1.4,17.15,4.62385321100917,64,9,2,17,17
1,10.0,40.34,23.936170212766,46,9,2,18,17
1,1.9,18.35,5.55645816409423,68,9,2,17,17
1,1.1,12.95,5.19003931847969,69,9,2,17,17
1,2.13,18.96,6.6794425087108,77,9,2,17,17
5,4.63,23.8,15.7990521327014,75,9,2,17,17
1,2.14,12.8,8.8551724137931,72,9,2,17,17
1,7.3,27.8,15.2968568102445,87,9,2,17,17
1,2.3,16.55,8.50976361767729,75,9,2,17,17
2,2.04,14.76,10.3582510578279,25,9,2,18,17
2,2.58,16.8,6.7304347826087,42,9,2,18,17
1,1.53,11.3,9.39931740614334,64,9,2,17,17
1,3.98,18.36,19.9276773296245,67,9,2,23,17
1,1.75,16.62,5.4735013032146,47,9,2,13,17
2,0.78,12.96,3.1304347826087,25,9,2,15,17
1,0.83,13.3,2.43124491456469,74,9,2,12,17
1,1.3,22.85,2.58278145695364,88,9,2,12,17
2,8.41,38.81,23.8206136900079,22,9,2,13,17
1,1.8,16.3,4.3489932885906,28,9,2,13,17
1,1.8,21.81,2.95485636114911,40,9,2,13,17
5,7.47,33.96,14.607278652906,34,9,2,13,17
1,8.8,37.84,26.2251655629139,24,9,2,13,17
2,1.3,15.36,4.36974789915966,22,9,2,13,17
1,1.36,14.16,4.96551724137931,68,9,2,12,17
1,1.9,15.35,6.62790697674419,25,9,2,13,17
1,2.4,19.8,5.75233022636485,35,9,2,13,17
1,1.43,15.8,3.59497206703911,45,9,2,13,17
1,2.89,17.3,7.04878048780488,47,9,2,13,17
1,2.54,13.3,8.91228070175439,40,9,2,13,17
2,2.1,14.8,6.16136919315403,45,9,2,13,17
1,1.7,14.15,6.89966178128523,40,9,2,13,17
1,5.36,25.56,13.7533856022808,50,9,2,13,17
1,3.3,16.8,9.16666666666667,55,9,2,13,17
1,1.9,19.3,4.21701602959309,36,9,2,13,17
1,8.25,43.01,16.256157635468,67,9,2,13,17
5,3.26,20.16,8.41893830703013,74,9,2,12,17
5,2.14,13.8,11.4133333333333,13,9,2,19,17
1,2.6,13.8,8.91428571428571,66,9,2,12,17
1,0.91,12.36,3.86320754716981,63,9,2,12,17
1,1.2,9.8,5.76,60,9,2,12,17
1,1.35,12.36,6.15189873417722,60,9,2,12,17
5,3.03,18.36,9.50174216027875,65,9,2,12,17
1,0.8,10.56,4.30493273542601,57,9,2,12,17
2,2.35,18.96,6.1437908496732,68,9,2,12,17
2,3.6,32.76,4.87401278676194,87,9,2,12,17
1,1.56,18.96,3.83868762816131,75,9,2,12,17
1,4.2,34.55,5.22279792746114,81,9,2,12,17
1,4.0,24.36,9.85626283367556,53,9,2,12,17
3,2.48,19.75,6.53587115666179,51,9,2,12,17
1,1.41,16.56,4.2406015037594,48,9,2,12,17
2,0.7,11.3,2.61682242990654,43,9,2,12,17
2,1.8,9.8,9.93865030674847,38,9,2,12,17
1,1.0,10.3,4.59183673469388,34,9,2,12,17
1,9.6,43.6,22.4269954574951,43,9,2,12,17
1,1.2,8.8,7.59226713532513,26,9,2,12,17
1,0.82,15.38,2.74604651162791,47,9,2,12,17
1,5.83,35.16,9.27851458885942,49,9,2,15,17
1,1.98,22.88,4.12738853503185,65,9,2,13,17
1,7.08,23.3,24.4137931034483,58,9,2,13,17
1,2.2,16.8,5.08017960230917,53,9,2,14,17
1,0.8,10.55,4.3969465648855,42,9,2,14,17
1,8.5,44.19,16.2939297124601,68,9,2,14,17
1,1.19,17.25,3.46321746160065,59,9,2,14,17
1,1.2,11.15,7.05882352941177,49,9,2,14,17
5,4.42,24.8,8.94938132733408,70,9,2,14,17
3,1.3,15.95,3.96946564885496,62,9,2,14,17
1,1.11,14.76,3.61628959276018,67,9,2,14,17
1,1.56,14.12,6.12431842966194,40,9,2,14,17
3,0.93,13.8,2.63622047244094,72,9,2,14,17
5,1.11,14.3,3.07858243451464,75,9,2,14,17
1,2.4,18.3,6.65639445300462,77,9,2,14,17
1,2.1,21.35,4.50805008944544,85,9,2,14,17
1,2.6,12.8,9.53156822810591,74,9,2,14,17
1,1.3,12.95,5.5188679245283,74,9,2,14,17
4,6.0,31.62,14.1084258654474,26,9,2,15,17
2,2.9,21.8,5.09765625,36,9,2,15,17
1,3.42,19.8,8.43865661411926,27,9,2,15,17
2,0.82,12.96,3.19480519480519,66,9,2,14,17
1,1.7,11.3,6.8609865470852,52,9,2,13,17
1,1.1,11.0,6.39741518578352,33,9,2,14,17
1,2.76,18.5,9.26001863932898,39,9,2,14,17
1,1.5,11.0,10.4651162790698,53,9,2,13,17
1,1.98,16.3,8.52631578947368,58,9,2,13,17
1,1.92,19.3,3.74228478613969,77,9,2,13,17
1,1.1,15.96,3.32493702770781,68,9,2,13,17
1,3.9,20.3,17.5062344139651,69,9,2,13,17
2,0.7,11.75,3.16981132075472,71,9,2,13,17
2,9.6,36.84,19.009900990099,89,9,2,13,17
1,5.26,25.56,13.8118161925602,22,9,2,14,17
1,1.5,9.3,8.50393700787401,34,9,2,14,17
1,1.83,17.25,5.57360406091371,20,9,2,14,17
2,0.76,8.8,4.32227488151659,14,9,2,14,17
1,1.19,17.16,3.27022900763359,30,9,2,14,17
1,1.0,9.3,5.75079872204473,24,9,2,14,17
1,2.2,16.3,5.66118656182988,37,9,2,14,17
1,1.0,10.8,4.16666666666667,30,9,2,14,17
1,3.4,23.8,5.33101045296167,56,9,2,14,17
3,1.0,11.8,3.4816247582205,35,9,2,14,17
1,1.34,10.3,6.04511278195489,31,9,2,14,17
1,1.44,11.3,5.74722838137472,16,9,2,14,17
1,8.1,32.8,22.2086824067022,24,9,2,19,17
2,5.45,26.3,10.0153139356815,64,9,2,22,17
1,2.1,20.8,3.99577167019027,36,9,2,19,17
1,2.9,16.3,12.3404255319149,55,9,2,22,17
2,8.78,32.76,28.9185727355901,59,9,2,22,17
1,1.5,12.95,8.01186943620178,55,9,2,22,17
2,1.6,10.8,7.70053475935829,62,9,2,22,17
1,2.3,13.0,13.9393939393939,64,9,2,22,17
1,2.59,13.65,11.9691912708601,69,9,2,22,17
1,4.57,26.0,11.4329395413482,81,9,2,22,17
2,8.28,28.3,20.3328785811733,81,9,2,22,17
1,2.21,13.56,13.064039408867,50,9,2,22,17
1,8.6,33.95,24.0933852140078,80,9,2,22,17
2,7.8,35.75,12.8866452501147,38,9,2,23,17
1,1.48,10.8,6.84832904884319,16,9,2,23,17
1,0.9,14.75,3.29268292682927,21,9,2,23,17
2,2.25,12.3,10.2661596958175,21,9,2,23,17
1,7.27,32.89,18.0995850622407,32,9,2,23,17
1,8.73,39.8,33.2571428571429,25,9,2,23,17
1,6.9,30.95,15.9230769230769,38,9,2,23,17
1,9.86,37.3,20.6612339930151,41,9,2,23,17
2,1.98,15.3,6.20905923344948,20,9,2,23,17
6,6.93,34.01,25.251012145749,29,9,2,23,17
2,2.76,13.3,11.0033222591362,54,9,2,22,17
2,1.72,12.36,9.72056514913658,48,9,2,22,17
1,7.18,25.38,34.0553359683794,18,9,2,22,17
2,9.2,38.84,29.3617021276596,24,9,2,22,17
1,9.9,32.8,31.0452961672474,29,9,2,22,17
2,5.44,29.16,11.4593329432417,40,9,2,22,17
2,2.41,13.8,10.9269521410579,26,9,2,22,17
3,7.16,32.16,16.3657142857143,41,9,2,22,17
1,7.3,22.3,30.4519119351101,29,9,2,22,17
1,8.7,32.3,19.6857322438718,43,9,2,22,17
1,1.38,14.3,4.23529411764706,58,9,2,22,17
1,2.3,13.8,10.78125,30,9,2,22,17
1,0.8,12.35,4.05063291139241,36,9,2,22,17
5,2.58,15.34,13.1744680851064,36,9,2,22,17
1,2.5,15.95,10.6007067137809,39,9,2,22,17
6,1.62,9.3,11.7344064386318,33,9,2,22,17
5,2.81,15.3,8.88147497805092,46,9,2,22,17
5,4.67,17.8,15.8603773584906,46,9,2,22,17
1,1.45,10.3,9.20634920634921,40,9,2,22,17
1,1.1,9.3,6.47058823529412,42,9,2,22,17
2,5.0,25.55,11.9601328903654,46,9,2,22,17
1,8.9,27.8,30.1411100658514,22,9,2,22,17
2,0.69,9.3,3.75226586102719,24,9,2,23,17
1,2.03,13.5,11.2952086553323,41,9,2,23,17
1,1.3,12.95,6.83211678832117,70,9,2,19,17
1,3.3,22.55,7.05044510385757,87,9,2,19,17
1,1.6,11.3,7.12871287128713,17,9,2,20,17
3,1.7,12.96,8.31521739130435,21,9,2,20,17
1,1.62,11.8,6.81308411214953,24,9,2,20,17
1,6.8,30.0,15.1861042183623,37,9,2,20,17
2,1.37,10.8,6.75616438356164,29,9,2,20,17
2,2.03,15.3,7.48770491803279,35,9,2,20,17
1,3.3,23.0,8.09264305177112,63,9,2,20,17
1,2.64,17.16,9.56136820925553,36,9,2,20,17
1,1.8,12.25,11.4285714285714,46,9,2,20,17
1,1.69,17.76,4.81710213776722,55,9,2,20,17
1,1.82,11.3,10.3507109004739,42,9,2,20,17
1,1.93,11.8,7.84198645598194,46,9,2,20,17
1,10.7,38.15,34.7653429602888,46,9,2,20,17
1,7.8,28.3,28.2494969818913,43,9,2,20,17
5,5.31,29.12,11.8732919254658,51,9,2,20,17
1,1.62,13.56,7.89174560216509,32,9,2,20,17
1,1.5,12.96,7.53138075313808,48,9,2,20,17
3,3.93,17.76,25.0851063829787,37,9,2,23,17
1,1.6,12.8,5.37313432835821,57,9,2,20,17
1,3.5,20.16,10.3960396039604,61,9,2,20,17
1,1.7,9.8,10.1830282861897,45,9,2,23,17
1,7.58,24.3,27.3426853707415,52,9,2,23,17
1,2.6,13.55,15.4200988467875,46,9,2,23,17
6,3.62,14.3,16.7722007722008,50,9,2,23,17
1,4.3,18.35,27.0629370629371,50,9,2,23,17
1,1.99,12.74,13.8837209302326,50,9,2,23,17
1,3.38,14.3,13.6412556053812,57,9,2,23,17
5,1.98,12.8,7.66451612903226,58,9,2,23,17
1,2.09,11.3,9.95238095238095,52,9,2,20,17
1,1.7,11.3,11.746641074856,52,9,2,23,17
1,6.6,25.55,21.3094170403587,66,9,2,23,17
1,2.48,16.0,11.579766536965,61,9,2,23,17
1,3.6,20.5,13.7872340425532,69,9,2,23,17
1,7.5,25.8,34.5710627400768,66,9,2,23,17
1,2.0,13.55,9.7165991902834,67,9,2,23,17
1,2.44,15.96,9.847533632287,59,9,2,20,17
1,3.77,14.8,16.9438202247191,55,9,2,20,17
1,1.9,12.8,7.39459459459459,56,9,2,20,17
1,3.5,16.55,21.7616580310881,56,9,2,23,17
2,1.14,24.44,2.34782608695652,32,9,2,19,17
2,6.34,26.16,22.0096432015429,20,9,2,22,17
1,8.98,40.01,25.7183770883055,75,9,2,21,17
1,2.58,24.5,4.31799163179916,65,9,2,19,17
1,3.2,21.95,8.0390788555478,53,9,2,19,17
1,2.1,17.3,5.13238289205703,56,9,2,19,17
2,1.57,19.75,4.03426124197002,56,9,2,19,17
2,2.49,14.3,8.40112464854733,52,9,2,19,17
5,1.68,21.36,3.75186104218362,62,9,2,19,17
1,1.29,14.75,5.375,51,9,2,19,17
1,3.4,19.3,10.625,26,9,2,21,17
1,1.2,15.95,3.94881170018282,47,9,2,19,17
1,4.46,23.76,11.9553239017126,28,9,2,21,17
1,1.2,12.25,6.12765957446809,17,9,2,21,17
1,8.6,26.3,31.2411705348133,21,9,2,21,17
1,9.34,42.92,29.6246696035242,23,9,2,21,17
1,4.67,24.8,8.3976023976024,37,9,2,21,17
1,1.95,17.94,6.4760147601476,20,9,2,21,17
1,1.9,15.8,4.94219653179191,24,9,2,21,17
